Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Sub_Category,Product_Name,Region,State,City,Quantity,Discount,Unit_Price,Sales,Profit,Payment_Method,Customer_Segment,Sales_Channel,Year,Quarter,Month,Year_Month,Profit_Margin
ORD118026,2023-02-05 18:06:46,CUST11661,Tanya Verma,Electronics,Accessories,Bluetooth Speaker,East,West Bengal,Kolkata,3,0.05,3725.8,10618.53,1008.45,UPI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.095
ORD136894,2023-02-05 18:40:11,CUST10954,Tanya Bansal,Electronics,Accessories,Wireless Earbuds,West,Goa,Panaji,1,0.1,2126.48,1913.83,145.92,Net Banking,Corporate,Online,2023,Q1,Feb,2023-02,0.0762
ORD104932,2023-02-05 20:50:22,CUST11359,Aditya Choudhary,Electronics,Accessories,Power Bank 20000mAh,South,Telangana,Hyderabad,1,0.1,1784.89,1606.4,110.58,Debit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.0688
ORD111583,2023-02-05 21:31:38,CUST14793,Vivaan Jain,Furniture,Tables,Office Work Desk,North,Uttar Pradesh,Kanpur,4,0.1,11907.21,42865.96,4298.01,UPI,Corporate,Online,2023,Q1,Feb,2023-02,0.1003
ORD113938,2023-02-05 21:34:13,CUST14250,Rahul Sharma,Electronics,Laptops,HP Pavilion 15,Central,Chhattisgarh,Raipur,8,0.05,57239.47,435019.97,37306.78,Cash,Consumer,Online,2023,Q1,Feb,2023-02,0.0858
ORD114785,2023-02-05 21:56:39,CUST16059,Aarav Jain,Fashion,Women,Women's Kurti,East,West Bengal,Kolkata,4,0.1,1302.59,4689.32,764.97,Net Banking,Corporate,Marketplace,2023,Q1,Feb,2023-02,0.1631
ORD143678,2023-02-05 22:24:19,CUST17751,Neha Agarwal,Furniture,Storage,Filing Cabinet,Central,Chhattisgarh,Raipur,5,0.0,6858.11,34290.55,6354.74,Credit Card,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.1853
ORD109554,2023-02-05 23:29:40,CUST10167,Mohit Mehta,Home Appliances,Cleaning,Vacuum Cleaner,North,Uttar Pradesh,Lucknow,4,0.0,9673.95,38695.8,4882.21,Debit Card,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.1262
ORD138419,2023-02-05 23:31:05,CUST12555,Mohit Choudhary,Furniture,Tables,Office Work Desk,East,West Bengal,Kolkata,7,0.0,11177.37,78241.59,11211.56,EMI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.1433
ORD141898,2023-02-05 23:33:10,CUST17778,Neha Pandey,Home Appliances,Kitchen,Air Fryer,East,Bihar,Patna,3,0.15,7453.95,19007.57,1541.83,Credit Card,Small Business,Online,2023,Q1,Feb,2023-02,0.0811
ORD148253,2023-02-06 01:38:53,CUST17710,Muskan Sinha,Office Supplies,Stationery,Ball Pen Pack,North,Punjab,Ludhiana,1,0.0,191.57,191.57,31.8,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.166
ORD100868,2023-02-06 01:43:06,CUST11339,Mohit Kumar,Home Appliances,Cooling,Air Cooler,Central,Madhya Pradesh,Bhopal,1,0.0,11235.61,11235.61,1381.87,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.123
ORD103110,2023-02-06 02:00:25,CUST16054,Ishita Bansal,Fashion,Footwear,Running Shoes,West,Gujarat,Ahmedabad,3,0.0,3195.87,9587.61,2238.29,Cash,Corporate,Marketplace,2023,Q1,Feb,2023-02,0.2335
ORD132641,2023-02-06 04:13:54,CUST12333,Vivek Mehta,Furniture,Chairs,Ergonomic Office Chair,West,Maharashtra,Mumbai,5,0.1,8640.13,38880.58,5245.9,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1349
ORD114752,2023-02-06 05:10:07,CUST15708,Rahul Malhotra,Furniture,Storage,Filing Cabinet,North,Rajasthan,Jaipur,10,0.15,6926.25,58873.12,4326.25,Debit Card,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.0735
ORD124353,2023-02-06 05:20:06,CUST10009,Tanya Mishra,Furniture,Tables,Office Work Desk,West,Gujarat,Ahmedabad,7,0.1,10888.01,68594.46,9017.62,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1315
ORD115514,2023-02-06 05:55:21,CUST16487,Riya Agarwal,Home Appliances,Kitchen,Air Fryer,Central,Madhya Pradesh,Bhopal,2,0.05,6981.75,13265.32,2063.92,Cash,Corporate,Online,2023,Q1,Feb,2023-02,0.1556
ORD129184,2023-02-06 06:38:27,CUST11762,Rohan Bansal,Furniture,Tables,Office Work Desk,West,Maharashtra,Mumbai,3,0.1,11588.36,31288.57,3092.61,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.0988
ORD115267,2023-02-06 06:45:54,CUST13593,Nikhil Shah,Electronics,Laptops,HP Pavilion 15,North,Delhi,New Delhi,2,0.05,57947.64,110100.52,9536.26,Credit Card,Corporate,Online,2023,Q1,Feb,2023-02,0.0866
ORD145523,2023-02-06 07:35:34,CUST10849,Nikhil Mishra,Electronics,Mobiles,iPhone 15,Central,Madhya Pradesh,Bhopal,5,0.15,69670.28,296098.69,11879.6,UPI,Corporate,Online,2023,Q1,Feb,2023-02,0.0401
ORD113505,2023-02-06 08:49:19,CUST15306,Sahil Yadav,Office Supplies,Stationery,Ball Pen Pack,South,Kerala,Kochi,1,0.2,194.82,155.86,18.76,EMI,Corporate,Retail Store,2023,Q1,Feb,2023-02,0.1204
ORD102500,2023-02-06 09:35:00,CUST16299,Ankit Srivastava,Furniture,Storage,Filing Cabinet,North,Delhi,New Delhi,5,0.15,6941.96,29503.33,2933.13,UPI,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.0994
ORD112405,2023-02-06 09:51:31,CUST12522,Neha Choudhary,Office Supplies,Stationery,Ball Pen Pack,South,Karnataka,Bengaluru,8,0.1,171.92,1237.82,158.37,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1279
ORD145349,2023-02-06 10:00:09,CUST12979,Arjun Choudhary,Home Appliances,Cleaning,Vacuum Cleaner,North,Rajasthan,Jaipur,4,0.1,10189.36,36681.7,4542.2,UPI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.1238
ORD142283,2023-02-06 10:15:22,CUST10516,Ayush Srivastava,Fashion,Men,Men's Casual Shirt,West,Goa,Panaji,2,0.0,1483.74,2967.48,615.04,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.2073
ORD121365,2023-02-06 10:47:30,CUST15602,Tanya Yadav,Office Supplies,Printing,Laser Printer,East,Jharkhand,Ranchi,1,0.15,17061.71,14502.45,1786.52,Net Banking,Corporate,Retail Store,2023,Q1,Feb,2023-02,0.1232
ORD136831,2023-02-06 11:04:40,CUST12302,Shreya Jain,Furniture,Tables,Study Table,North,Delhi,New Delhi,6,0.0,6695.59,40173.54,5544.61,UPI,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.138
ORD107657,2023-02-06 11:07:01,CUST15017,Aarav Mehta,Electronics,Laptops,HP Pavilion 15,North,Punjab,Ludhiana,1,0.05,62692.09,59557.49,5475.73,Cash,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.0919
ORD100640,2023-02-06 11:21:48,CUST13755,Priya Verma,Electronics,Mobiles,OnePlus Nord CE,East,Jharkhand,Ranchi,8,0.0,27168.48,217347.84,32168.44,UPI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.148
ORD126433,2023-02-06 12:40:46,CUST17642,Riya Yadav,Office Supplies,Paper,A4 Paper Ream,South,Andhra Pradesh,Vijayawada,1,0.0,381.36,381.36,65.04,Credit Card,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.1705
ORD138929,2023-02-06 13:27:47,CUST14468,Manish Das,Electronics,Mobiles,OnePlus Nord CE,South,Tamil Nadu,Chennai,2,0.15,29146.1,49548.37,2395.67,UPI,Corporate,Marketplace,2023,Q1,Feb,2023-02,0.0484
ORD122032,2023-02-06 14:28:27,CUST15814,Priya Joshi,Office Supplies,Stationery,Premium Notebook,West,Gujarat,Surat,5,0.2,444.23,1776.92,176.1,UPI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.0991
ORD132476,2023-02-06 15:02:38,CUST10234,Raj Bansal,Home Appliances,Kitchen,Air Fryer,West,Gujarat,Ahmedabad,3,0.3,7561.99,15880.18,-60.27,UPI,Consumer,Online,2023,Q1,Feb,2023-02,-0.0038
ORD140438,2023-02-06 15:30:08,CUST13440,Neha Malhotra,Electronics,Laptops,Lenovo IdeaPad Slim,South,Telangana,Hyderabad,1,0.1,47730.74,42957.67,2455.12,Net Banking,Corporate,Online,2023,Q1,Feb,2023-02,0.0572
ORD113661,2023-02-06 15:53:08,CUST13614,Meera Singh,Home Appliances,Cooling,Air Cooler,North,Uttar Pradesh,Lucknow,5,0.0,10768.89,53844.45,6750.21,Credit Card,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.1254
ORD111452,2023-02-06 16:05:52,CUST15377,Sneha Pandey,Home Appliances,Kitchen,Air Fryer,North,Rajasthan,Jaipur,3,0.05,7254.16,20674.36,3282.06,UPI,Small Business,Retail Store,2023,Q1,Feb,2023-02,0.1588
ORD103234,2023-02-06 17:18:40,CUST11336,Raj Agarwal,Home Appliances,Kitchen,Mixer Grinder,South,Kerala,Kochi,4,0.0,4149.21,16596.84,2479.61,UPI,Small Business,Online,2023,Q1,Feb,2023-02,0.1494
ORD102959,2023-02-06 17:35:12,CUST16371,Manish Shah,Furniture,Tables,Study Table,Central,Madhya Pradesh,Bhopal,1,0.2,7072.0,5657.6,420.56,UPI,Corporate,Retail Store,2023,Q1,Feb,2023-02,0.0743
ORD142663,2023-02-06 18:10:41,CUST15905,Karan Pandey,Furniture,Tables,Office Work Desk,West,Gujarat,Ahmedabad,2,0.15,13043.16,22173.37,2068.58,Credit Card,Corporate,Retail Store,2023,Q1,Feb,2023-02,0.0933
ORD120865,2023-02-06 18:53:47,CUST10621,Ananya Kumar,Electronics,Mobiles,iPhone 15,North,Uttar Pradesh,Kanpur,5,0.1,70265.16,316193.22,27264.56,Credit Card,Corporate,Marketplace,2023,Q1,Feb,2023-02,0.0862
ORD115036,2023-02-06 19:05:05,CUST15287,Nandini Agarwal,Furniture,Tables,Study Table,East,Bihar,Patna,3,0.05,6436.67,18344.51,2104.19,Debit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1147
ORD137521,2023-02-06 19:23:07,CUST15626,Vivaan Jain,Electronics,Mobiles,Samsung Galaxy A55,South,Karnataka,Bengaluru,4,0.0,31294.09,125176.36,19160.88,EMI,Consumer,Online,2023,Q1,Feb,2023-02,0.1531
ORD128111,2023-02-06 19:45:51,CUST15516,Aisha Shah,Office Supplies,Printing,Laser Printer,Central,Madhya Pradesh,Indore,2,0.15,17038.51,28965.47,3285.85,EMI,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.1134
ORD126558,2023-02-06 20:19:32,CUST14546,Tanya Agarwal,Home Appliances,Cleaning,Vacuum Cleaner,North,Uttar Pradesh,Lucknow,3,0.1,9528.02,25725.65,2184.48,Credit Card,Small Business,Online,2023,Q1,Feb,2023-02,0.0849
ORD125256,2023-02-06 21:10:10,CUST14961,Rahul Choudhary,Furniture,Tables,Study Table,East,Bihar,Patna,8,0.0,5967.3,47738.4,8528.1,UPI,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.1786
ORD107490,2023-02-06 21:18:28,CUST15442,Mohit Shah,Electronics,Mobiles,OnePlus Nord CE,West,Goa,Panaji,2,0.1,27255.37,49059.67,4112.73,EMI,Corporate,Marketplace,2023,Q1,Feb,2023-02,0.0838
ORD141037,2023-02-06 21:39:14,CUST13259,Manish Patel,Home Appliances,Kitchen,Mixer Grinder,South,Tamil Nadu,Chennai,8,0.15,3815.68,25946.62,2091.2,UPI,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.0806
ORD107858,2023-02-06 21:55:06,CUST16469,Kavya Mehta,Furniture,Tables,Office Work Desk,Central,Chhattisgarh,Raipur,3,0.1,11196.24,30229.85,3234.51,EMI,Consumer,Online,2023,Q1,Feb,2023-02,0.107
ORD124333,2023-02-06 22:42:59,CUST16510,Aisha Verma,Office Supplies,Printing,Laser Printer,West,Maharashtra,Pune,1,0.0,19688.13,19688.13,5103.51,Credit Card,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.2592
ORD135170,2023-02-06 22:47:30,CUST17780,Aarav Singh,Furniture,Storage,Bookshelf,South,Karnataka,Bengaluru,10,0.0,5908.14,59081.4,8853.55,Debit Card,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.1499
ORD144539,2023-02-06 23:15:48,CUST16066,Nandini Yadav,Office Supplies,Stationery,Ball Pen Pack,East,Bihar,Patna,2,0.1,181.93,327.47,62.92,Credit Card,Corporate,Online,2023,Q1,Feb,2023-02,0.1921
ORD142769,2023-02-07 00:00:48,CUST12817,Rohan Kumar,Fashion,Men,Men's Casual Shirt,South,Karnataka,Bengaluru,1,0.05,1452.38,1379.76,178.51,Debit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1294
ORD118825,2023-02-07 00:54:44,CUST13506,Priya Shah,Electronics,Mobiles,OnePlus Nord CE,Central,Madhya Pradesh,Bhopal,1,0.15,28963.9,24619.32,1201.5,UPI,Corporate,Online,2023,Q1,Feb,2023-02,0.0488
ORD142122,2023-02-07 00:55:32,CUST11034,Ishita Sinha,Office Supplies,Paper,A4 Paper Ream,South,Telangana,Hyderabad,4,0.15,378.18,1285.81,152.11,EMI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.1183
ORD103441,2023-02-07 01:13:34,CUST15911,Arjun Choudhary,Furniture,Storage,Bookshelf,Central,Madhya Pradesh,Indore,2,0.1,5984.58,10772.24,1366.63,UPI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.1269
ORD106168,2023-02-07 01:36:50,CUST10977,Mohit Gupta,Electronics,Laptops,Lenovo IdeaPad Slim,Central,Madhya Pradesh,Indore,3,0.1,52288.82,141179.81,9216.39,Net Banking,Corporate,Retail Store,2023,Q1,Feb,2023-02,0.0653
ORD126900,2023-02-07 02:10:21,CUST11427,Sneha Yadav,Home Appliances,Kitchen,Mixer Grinder,North,Uttarakhand,Dehradun,6,0.1,4419.42,23864.87,2498.77,Credit Card,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.1047
ORD122767,2023-02-07 03:13:49,CUST12532,Aditya Jain,Home Appliances,Kitchen,Mixer Grinder,East,Bihar,Patna,4,0.1,4418.41,15906.28,1655.81,UPI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.1041
ORD146877,2023-02-07 05:28:55,CUST13038,Neha Mehta,Fashion,Women,Women's Kurti,West,Gujarat,Ahmedabad,2,0.15,1261.29,2144.19,226.2,Net Banking,Corporate,Online,2023,Q1,Feb,2023-02,0.1055
ORD130311,2023-02-07 07:41:53,CUST13798,Rahul Verma,Electronics,Laptops,Dell Inspiron 15,Central,Chhattisgarh,Raipur,3,0.0,52968.01,158904.03,21315.72,Debit Card,Small Business,Retail Store,2023,Q1,Feb,2023-02,0.1341
ORD119437,2023-02-07 08:04:55,CUST11292,Arjun Jain,Home Appliances,Cooling,Air Cooler,Central,Madhya Pradesh,Indore,1,0.05,11596.61,11016.78,1265.32,Debit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1149
ORD113580,2023-02-07 08:11:44,CUST10618,Manish Verma,Furniture,Tables,Office Work Desk,North,Rajasthan,Jaipur,3,0.0,10872.55,32617.65,6992.04,UPI,Corporate,Online,2023,Q1,Feb,2023-02,0.2144
ORD130936,2023-02-07 08:54:28,CUST14750,Aarav Das,Electronics,Laptops,Lenovo IdeaPad Slim,South,Karnataka,Bengaluru,1,0.0,56389.11,56389.11,7458.73,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1323
ORD108778,2023-02-07 08:55:30,CUST10528,Meera Agarwal,Home Appliances,Kitchen,Mixer Grinder,East,Odisha,Bhubaneswar,3,0.1,4127.7,11144.79,878.85,UPI,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.0789
ORD142399,2023-02-07 09:46:15,CUST17638,Nikhil Bansal,Home Appliances,Cleaning,Vacuum Cleaner,West,Maharashtra,Mumbai,2,0.2,10562.99,16900.78,736.23,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.0436
ORD147834,2023-02-07 10:20:27,CUST14325,Tanya Singh,Furniture,Tables,Office Work Desk,West,Gujarat,Ahmedabad,2,0.1,11494.2,20689.56,2525.22,Cash,Corporate,Online,2023,Q1,Feb,2023-02,0.1221
ORD106916,2023-02-07 12:14:04,CUST10618,Ishita Das,Furniture,Chairs,Ergonomic Office Chair,South,Andhra Pradesh,Vijayawada,3,0.25,8319.57,18719.03,931.8,Credit Card,Corporate,Online,2023,Q1,Feb,2023-02,0.0498
ORD126854,2023-02-07 12:29:43,CUST13184,Ananya Yadav,Electronics,Laptops,Dell Inspiron 15,South,Karnataka,Bengaluru,4,0.0,59923.2,239692.8,33412.74,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1394
ORD124840,2023-02-07 12:30:57,CUST12621,Meera Bansal,Office Supplies,Printing,Laser Printer,North,Haryana,Gurugram,7,0.05,18912.07,125765.27,28468.45,UPI,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.2264
ORD122825,2023-02-07 13:02:28,CUST10494,Raj Mishra,Home Appliances,Kitchen,Air Fryer,West,Maharashtra,Mumbai,1,0.1,6798.68,6118.81,596.46,UPI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.0975
ORD145266,2023-02-07 13:07:53,CUST16609,Muskan Joshi,Home Appliances,Cooling,Air Cooler,South,Tamil Nadu,Chennai,3,0.0,10678.12,32034.36,4016.58,Debit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1254
ORD122368,2023-02-07 13:52:52,CUST14273,Priya Yadav,Electronics,Mobiles,Samsung Galaxy A55,South,Kerala,Kochi,2,0.1,33686.73,60636.11,5102.44,Debit Card,Corporate,Online,2023,Q1,Feb,2023-02,0.0841
ORD140034,2023-02-07 14:46:42,CUST16715,Karan Jain,Home Appliances,Cooling,Air Cooler,West,Gujarat,Ahmedabad,4,0.0,12157.52,48630.08,7567.51,EMI,Corporate,Online,2023,Q1,Feb,2023-02,0.1556
ORD120619,2023-02-07 15:01:09,CUST11164,Ayush Srivastava,Electronics,Mobiles,OnePlus Nord CE,West,Gujarat,Ahmedabad,5,0.15,30784.17,130832.72,7003.82,EMI,Consumer,Online,2023,Q1,Feb,2023-02,0.0535
ORD115041,2023-02-07 16:08:16,CUST17816,Vivaan Joshi,Office Supplies,Paper,A4 Paper Ream,East,Odisha,Bhubaneswar,2,0.1,382.52,688.54,104.47,Debit Card,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.1517
ORD125576,2023-02-07 16:09:32,CUST11634,Pooja Mehta,Fashion,Women,Women's Kurti,North,Haryana,Gurugram,7,0.1,1232.71,7766.07,996.71,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1283
ORD104169,2023-02-07 16:51:56,CUST15106,Neha Sinha,Furniture,Tables,Study Table,East,West Bengal,Kolkata,2,0.1,6669.76,12005.57,1369.55,Credit Card,Corporate,Retail Store,2023,Q1,Feb,2023-02,0.1141
ORD143912,2023-02-07 18:08:15,CUST12930,Neha Kumar,Fashion,Men,Men's Casual Shirt,West,Maharashtra,Pune,3,0.1,1310.47,3538.27,490.02,Credit Card,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.1385
ORD145242,2023-02-07 19:18:21,CUST10088,Neha Sinha,Office Supplies,Printing,Laser Printer,North,Uttar Pradesh,Kanpur,1,0.1,17956.02,16160.42,2572.84,Net Banking,Consumer,Online,2023,Q1,Feb,2023-02,0.1592
ORD126356,2023-02-07 20:05:06,CUST14284,Ishita Srivastava,Home Appliances,Kitchen,Air Fryer,East,Bihar,Patna,7,0.2,6864.01,38438.46,2114.1,Credit Card,Small Business,Marketplace,2023,Q1,Feb,2023-02,0.055
ORD135621,2023-02-07 20:43:33,CUST12420,Vivaan Shah,Fashion,Footwear,Running Shoes,Central,Madhya Pradesh,Bhopal,7,0.25,3447.26,18098.11,1156.34,UPI,Consumer,Online,2023,Q1,Feb,2023-02,0.0639
ORD145208,2023-02-07 21:01:24,CUST10708,Raj Agarwal,Electronics,Accessories,Wireless Earbuds,North,Uttar Pradesh,Lucknow,7,0.0,2148.98,15042.86,1773.25,UPI,Small Business,Retail Store,2023,Q1,Feb,2023-02,0.1179
ORD133374,2023-02-07 22:21:34,CUST11559,Muskan Mishra,Electronics,Laptops,HP Pavilion 15,South,Andhra Pradesh,Vijayawada,1,0.05,56052.76,53250.12,5202.32,Net Banking,Consumer,Online,2023,Q1,Feb,2023-02,0.0977
ORD141399,2023-02-07 22:49:47,CUST13761,Ayush Kumar,Office Supplies,Paper,A4 Paper Ream,South,Tamil Nadu,Chennai,2,0.0,414.52,829.04,162.26,Debit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.1957
ORD120394,2023-02-07 22:51:13,CUST10761,Shreya Sharma,Electronics,Accessories,Bluetooth Speaker,North,Uttar Pradesh,Lucknow,1,0.2,3441.18,2752.94,65.15,UPI,Small Business,Retail Store,2023,Q1,Feb,2023-02,0.0237
ORD112406,2023-02-07 23:00:40,CUST17450,Simran Kumar,Furniture,Storage,Filing Cabinet,North,Uttarakhand,Dehradun,1,0.15,6540.45,5559.38,486.73,UPI,Consumer,Online,2023,Q1,Feb,2023-02,0.0876
ORD125212,2023-02-07 23:45:47,CUST10024,Vivek Joshi,Electronics,Accessories,Bluetooth Speaker,West,Gujarat,Surat,2,0.2,3433.89,5494.22,103.54,UPI,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.0188
ORD144490,2023-02-08 00:05:06,CUST15777,Nikhil Gupta,Electronics,Laptops,HP Pavilion 15,North,Rajasthan,Jaipur,3,0.15,57567.59,146797.35,5314.2,UPI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.0362
ORD140767,2023-02-08 00:20:29,CUST12475,Kavya Patel,Office Supplies,Stationery,Ball Pen Pack,West,Gujarat,Surat,5,0.05,187.66,891.38,139.15,UPI,Consumer,Online,2023,Q1,Feb,2023-02,0.1561
ORD108754,2023-02-08 01:24:46,CUST13209,Pooja Singh,Electronics,Mobiles,OnePlus Nord CE,North,Punjab,Ludhiana,6,0.05,27579.37,157202.41,18822.46,UPI,Consumer,Online,2023,Q1,Feb,2023-02,0.1197
ORD145426,2023-02-08 02:23:34,CUST13516,Raj Sharma,Electronics,Mobiles,OnePlus Nord CE,East,Bihar,Patna,2,0.0,25705.38,51410.76,5975.25,UPI,Consumer,Online,2023,Q1,Feb,2023-02,0.1162
ORD123195,2023-02-08 02:42:28,CUST16700,Neha Yadav,Office Supplies,Printing,Laser Printer,South,Andhra Pradesh,Vijayawada,2,0.0,16885.65,33771.3,6433.67,UPI,Corporate,Online,2023,Q1,Feb,2023-02,0.1905
ORD108991,2023-02-08 02:53:23,CUST13718,Kavya Singh,Fashion,Women,Women's Kurti,Central,Madhya Pradesh,Indore,2,0.15,1281.27,2178.16,250.47,UPI,Small Business,Retail Store,2023,Q1,Feb,2023-02,0.115
ORD144869,2023-02-08 04:44:23,CUST10676,Shreya Malhotra,Electronics,Mobiles,iPhone 15,West,Gujarat,Ahmedabad,2,0.0,60782.3,121564.6,15476.46,Cash,Small Business,Retail Store,2023,Q1,Feb,2023-02,0.1273
ORD120720,2023-02-08 05:43:56,CUST12306,Riya Mehta,Electronics,Accessories,Power Bank 20000mAh,North,Haryana,Gurugram,1,0.15,1758.61,1494.82,56.1,Credit Card,Corporate,Retail Store,2023,Q1,Feb,2023-02,0.0375
ORD134528,2023-02-08 05:45:56,CUST16645,Ishita Agarwal,Electronics,Mobiles,OnePlus Nord CE,South,Karnataka,Bengaluru,1,0.1,28354.19,25518.77,1674.53,UPI,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.0656
ORD133722,2023-02-08 06:56:41,CUST14224,Kavya Yadav,Home Appliances,Cleaning,Vacuum Cleaner,Central,Madhya Pradesh,Indore,8,0.2,10410.26,66625.66,2661.55,Credit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.0399
ORD134198,2023-02-08 07:13:44,CUST11679,Meera Joshi,Furniture,Chairs,Ergonomic Office Chair,South,Kerala,Kochi,7,0.0,7984.77,55893.39,9208.66,Cash,Small Business,Marketplace,2023,Q1,Feb,2023-02,0.1648
ORD112207,2023-02-08 08:07:59,CUST15768,Neha Yadav,Electronics,Mobiles,iPhone 15,West,Gujarat,Surat,1,0.0,70924.69,70924.69,10527.75,Cash,Consumer,Online,2023,Q1,Feb,2023-02,0.1484
ORD128616,2023-02-08 09:14:29,CUST12375,Vivek Verma,Electronics,Laptops,HP Pavilion 15,South,Tamil Nadu,Chennai,2,0.15,56700.49,96390.83,3667.32,Net Banking,Consumer,Online,2023,Q1,Feb,2023-02,0.038
ORD149103,2023-02-08 09:56:32,CUST13443,Arjun Das,Electronics,Accessories,Power Bank 20000mAh,South,Karnataka,Bengaluru,2,0.0,1829.94,3659.88,439.82,Credit Card,Corporate,Retail Store,2023,Q1,Feb,2023-02,0.1202
ORD116461,2023-02-08 11:22:34,CUST12743,Arjun Joshi,Furniture,Storage,Filing Cabinet,Central,Chhattisgarh,Raipur,6,0.0,6975.47,41852.82,8918.5,Debit Card,Consumer,Retail Store,2023,Q1,Feb,2023-02,0.2131
ORD112015,2023-02-08 13:58:15,CUST13454,Priya Shah,Electronics,Accessories,Wireless Earbuds,North,Rajasthan,Jaipur,1,0.15,2191.45,1862.73,89.54,Debit Card,Consumer,Online,2023,Q1,Feb,2023-02,0.0481
ORD132771,2023-02-08 14:02:22,CUST17071,Aisha Yadav,Office Supplies,Stationery,Premium Notebook,North,Haryana,Gurugram,1,0.0,437.29,437.29,103.52,Net Banking,Corporate,Online,2023,Q1,Feb,2023-02,0.2367
ORD101862,2023-02-08 16:09:12,CUST10763,Pooja Singh,Office Supplies,Printing,Laser Printer,South,Telangana,Hyderabad,2,0.15,18059.92,30701.86,3295.06,Credit Card,Corporate,Online,2023,Q1,Feb,2023-02,0.1073
ORD142945,2023-02-08 17:00:43,CUST16898,Rahul Mishra,Office Supplies,Printing,Laser Printer,Central,Chhattisgarh,Raipur,2,0.1,20277.2,36498.96,5557.48,Cash,Consumer,Online,2023,Q1,Feb,2023-02,0.1523
ORD123036,2023-02-08 17:24:24,CUST13328,Meera Malhotra,Electronics,Laptops,Dell Inspiron 15,North,Rajasthan,Jaipur,3,0.1,53083.45,143325.31,10514.02,UPI,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.0734
ORD117268,2023-02-08 17:37:47,CUST12665,Shreya Verma,Home Appliances,Kitchen,Mixer Grinder,West,Maharashtra,Mumbai,3,0.0,3927.11,11781.33,2168.39,Net Banking,Small Business,Online,2023,Q1,Feb,2023-02,0.1841
ORD127449,2023-02-08 17:37:52,CUST16956,Muskan Srivastava,Fashion,Footwear,Running Shoes,North,Uttar Pradesh,Lucknow,1,0.0,3040.65,3040.65,519.7,UPI,Corporate,Marketplace,2023,Q1,Feb,2023-02,0.1709
ORD136847,2023-02-08 17:47:41,CUST13700,Tanya Srivastava,Electronics,Accessories,Wireless Earbuds,West,Gujarat,Ahmedabad,2,0.2,2253.95,3606.32,72.9,Cash,Consumer,Marketplace,2023,Q1,Feb,2023-02,0.0202
ORD126747,2023-02-08 17:49:36,CUST13082,Rohan Mishra,Electronics,Laptops,HP Pavilion 15,South,Telangana,Hyderabad,4,0.0,68081.39,272325.56,33197.74,Credit Card,Corporate,Retail Store,2023,Q1,Feb,2023-02,0.1219
